customerid,firstname,lastname,orderid,quantity,title,price,categoryname
557,LQWKMD,DGHPAIKLEZ,270,1,ACADEMY TRUMAN,14.99,Documentary
557,LQWKMD,DGHPAIKLEZ,270,2,ACADEMY LEAGUE,10.99,Action
557,LQWKMD,DGHPAIKLEZ,270,1,ACADEMY PRIX,23.99,Children
557,LQWKMD,DGHPAIKLEZ,270,3,ACADEMY ACADEMY,25.99,Sci-Fi
62,UTHGOF,WRDDWNJCBO,271,1,ACADEMY INDIAN,10.99,Sci-Fi
62,UTHGOF,WRDDWNJCBO,271,3,ACADEMY ANYTHING,17.99,Games
62,UTHGOF,WRDDWNJCBO,271,3,ACADEMY CHOCOLAT,28.99,New
62,UTHGOF,WRDDWNJCBO,271,3,ACADEMY WON,20.99,Comedy
62,UTHGOF,WRDDWNJCBO,271,1,ACADEMY DAWN,27.99,Animation
62,UTHGOF,WRDDWNJCBO,271,1,ACADEMY PATTON,22.99,Drama
463,WIAJHC,ADFBFLGVKT,272,2,ACADEMY QUEST,13.99,Classics
463,WIAJHC,ADFBFLGVKT,272,2,ACADEMY MONEY,27.99,Sports
463,WIAJHC,ADFBFLGVKT,272,1,ACADEMY NOVOCAINE,12.99,Animation
463,WIAJHC,ADFBFLGVKT,272,1,ACADEMY YENTL,16.99,Foreign
463,WIAJHC,ADFBFLGVKT,272,3,ACADEMY HEAD,13.99,Action
463,WIAJHC,ADFBFLGVKT,272,3,ACADEMY EGYPT,19.99,Horror
463,WIAJHC,ADFBFLGVKT,272,3,ACADEMY ANNIE,11.99,Horror
463,WIAJHC,ADFBFLGVKT,272,2,ACADEMY FULL,23.99,Children
463,WIAJHC,ADFBFLGVKT,272,2,ACADEMY BEAUTY,17.99,Foreign
416,BHLYUE,OVCNRYIFFY,273,2,ACADEMY CROSSROADS,27.99,Games
416,BHLYUE,OVCNRYIFFY,273,3,ACADEMY DWARFS,25.99,Family
416,BHLYUE,OVCNRYIFFY,273,2,ACADEMY RAIDERS,22.99,Children
238,CDPRRP,CDBWJKPIDK,274,1,ACADEMY ROCKETEER,12.99,Travel
238,CDPRRP,CDBWJKPIDK,274,2,ACADEMY HIGHBALL,19.99,Family
238,CDPRRP,CDBWJKPIDK,274,2,ACADEMY CLOCKWORK,11.99,Family
238,CDPRRP,CDBWJKPIDK,274,2,ACADEMY PRIX,23.99,Children
238,CDPRRP,CDBWJKPIDK,274,3,ACADEMY HAUNTED,18.99,Music
238,CDPRRP,CDBWJKPIDK,274,2,ACADEMY FRANKENSTEIN,11.99,Sci-Fi
238,CDPRRP,CDBWJKPIDK,274,3,ACADEMY VARSITY,16.99,Action
238,CDPRRP,CDBWJKPIDK,274,3,ACADEMY TROUBLE,13.99,Drama
329,GEXCBM,EBNQXLEIEA,275,2,ACADEMY HAPPINESS,23.99,Classics
329,GEXCBM,EBNQXLEIEA,275,2,ACADEMY YOUNG,18.99,Family
329,GEXCBM,EBNQXLEIEA,275,3,ACADEMY DROP,29.99,Foreign
329,GEXCBM,EBNQXLEIEA,275,2,ACADEMY DIVORCE,18.99,Drama
1406,XRIQEB,GTRHYTRJEB,276,2,ACADEMY SALUTE,16.99,Documentary
1406,XRIQEB,GTRHYTRJEB,276,3,ACADEMY VAMPIRE,11.99,New
1406,XRIQEB,GTRHYTRJEB,276,2,ACADEMY WEDDING,27.99,Children
1406,XRIQEB,GTRHYTRJEB,276,2,ACADEMY JEDI,15.99,Drama
1406,XRIQEB,GTRHYTRJEB,276,3,ACADEMY MUPPET,23.99,Horror
1406,XRIQEB,GTRHYTRJEB,276,2,ACADEMY SISTER,14.99,Music
1427,YNUOMZ,EQAEYEKSOA,277,3,ACADEMY TEEN,18.99,Sports
1427,YNUOMZ,EQAEYEKSOA,277,1,ACADEMY VICTORY,28.99,Comedy
1427,YNUOMZ,EQAEYEKSOA,277,3,ACADEMY CHISUM,17.99,Horror
1427,YNUOMZ,EQAEYEKSOA,277,2,ACADEMY VELVET,10.99,Comedy
1427,YNUOMZ,EQAEYEKSOA,277,1,ACADEMY ORIENT,17.99,Classics
937,RSLFHM,NTKZSUQBSM,278,2,ACADEMY APOLLO,24.99,Music
937,RSLFHM,NTKZSUQBSM,278,3,ACADEMY HUMAN,25.99,Action
937,RSLFHM,NTKZSUQBSM,278,2,ACADEMY MAGUIRE,16.99,Sci-Fi
937,RSLFHM,NTKZSUQBSM,278,1,ACADEMY MOSQUITO,23.99,Family
937,RSLFHM,NTKZSUQBSM,278,1,ACADEMY SEABISCUIT,12.99,Music
937,RSLFHM,NTKZSUQBSM,278,2,ACADEMY STAGECOACH,29.99,Drama
937,RSLFHM,NTKZSUQBSM,278,1,ACADEMY RUGRATS,17.99,Documentary
937,RSLFHM,NTKZSUQBSM,278,1,ACADEMY ENTRAPMENT,21.99,Games
329,GEXCBM,EBNQXLEIEA,279,1,ACADEMY HUNTER,19.99,Action
329,GEXCBM,EBNQXLEIEA,279,2,ACADEMY REIGN,21.99,Animation
329,GEXCBM,EBNQXLEIEA,279,2,ACADEMY MINE,19.99,Drama
329,GEXCBM,EBNQXLEIEA,279,1,ACADEMY MAJESTIC,12.99,Drama
329,GEXCBM,EBNQXLEIEA,279,2,ACADEMY SPOILERS,9.99,Animation
329,GEXCBM,EBNQXLEIEA,279,3,ACADEMY DANCING,25.99,Sci-Fi
329,GEXCBM,EBNQXLEIEA,279,2,ACADEMY BEETHOVEN,18.99,Sci-Fi
329,GEXCBM,EBNQXLEIEA,279,2,ACADEMY SPIRITED,16.99,New
855,SKXZBQ,GVXXGMODZV,280,2,ACADEMY NUTS,9.99,Horror
855,SKXZBQ,GVXXGMODZV,280,2,ACADEMY HALL,18.99,Children
855,SKXZBQ,GVXXGMODZV,280,3,ACADEMY SIMON,21.99,Foreign
855,SKXZBQ,GVXXGMODZV,280,2,ACADEMY PEAK,15.99,Animation
855,SKXZBQ,GVXXGMODZV,280,3,ACADEMY STATE,28.99,Children
855,SKXZBQ,GVXXGMODZV,280,1,ACADEMY HORN,12.99,Animation
855,SKXZBQ,GVXXGMODZV,280,1,ACADEMY TENENBAUMS,28.99,Horror
855,SKXZBQ,GVXXGMODZV,280,2,ACADEMY PARTY,15.99,Action
423,QJGTXS,MIEXPBQBSB,281,3,ACADEMY OPUS,11.99,Horror
423,QJGTXS,MIEXPBQBSB,281,3,ACADEMY DEEP,12.99,Sports
423,QJGTXS,MIEXPBQBSB,281,1,ACADEMY OCTOBER,16.99,Comedy
423,QJGTXS,MIEXPBQBSB,281,3,ACADEMY FIREBALL,15.99,Sci-Fi
1916,QNYIBB,TBDBNDTDGR,282,3,ACADEMY HOURS,10.99,Travel
468,CCKSIA,AVDWJQDNPD,283,2,ACADEMY TELEMARK,27.99,Horror
468,CCKSIA,AVDWJQDNPD,283,1,ACADEMY STREAK,29.99,Children
1473,EJDXXI,TGDJJJNVRZ,284,3,ACADEMY CRYSTAL,17.99,Sports
1473,EJDXXI,TGDJJJNVRZ,284,3,ACADEMY MARS,18.99,Action
1473,EJDXXI,TGDJJJNVRZ,284,1,ACADEMY FRONTIER,21.99,Horror
1473,EJDXXI,TGDJJJNVRZ,284,2,ACADEMY WHALE,25.99,Family
1206,YMFQXJ,EVGXDTJAXV,285,1,ACADEMY ENCOUNTERS,18.99,Travel
1206,YMFQXJ,EVGXDTJAXV,285,3,ACADEMY CONNECTICUT,18.99,New
1226,QMHQTL,YTJAIWRTIM,286,1,ACADEMY STOCK,22.99,Classics
1226,QMHQTL,YTJAIWRTIM,286,3,ACADEMY SPIKING,15.99,Foreign
1226,QMHQTL,YTJAIWRTIM,286,3,ACADEMY ORANGE,16.99,Documentary
1226,QMHQTL,YTJAIWRTIM,286,1,ACADEMY ARMAGEDDON,18.99,Family
1226,QMHQTL,YTJAIWRTIM,286,2,ACADEMY HOBBIT,19.99,Horror
1226,QMHQTL,YTJAIWRTIM,286,2,ACADEMY PICKUP,26.99,Comedy
1226,QMHQTL,YTJAIWRTIM,286,1,ACADEMY KANE,21.99,Children
1665,HBYHGP,JLWODWYYDS,287,2,ACADEMY HALF,17.99,Horror
1665,HBYHGP,JLWODWYYDS,287,3,ACADEMY COMFORTS,22.99,Music
1665,HBYHGP,JLWODWYYDS,287,2,ACADEMY MARRIED,11.99,Animation
1665,HBYHGP,JLWODWYYDS,287,3,ACADEMY BLADE,17.99,Games
1665,HBYHGP,JLWODWYYDS,287,1,ACADEMY DEVIL,20.99,Music
1665,HBYHGP,JLWODWYYDS,287,3,ACADEMY GANGS,22.99,Documentary
391,NZVVVY,WLQUDWDEMM,288,3,ACADEMY UNDEFEATED,15.99,Drama
391,NZVVVY,WLQUDWDEMM,288,3,ACADEMY IGBY,11.99,Documentary
391,NZVVVY,WLQUDWDEMM,288,3,ACADEMY BRIGHT,25.99,Travel
391,NZVVVY,WLQUDWDEMM,288,3,ACADEMY INTERVIEW,12.99,Children
391,NZVVVY,WLQUDWDEMM,288,3,ACADEMY JERK,9.99,Comedy
391,NZVVVY,WLQUDWDEMM,288,1,ACADEMY ALICE,12.99,Horror
391,NZVVVY,WLQUDWDEMM,288,2,ACADEMY SHOOTIST,26.99,Horror
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY CONNECTICUT,18.99,New
360,HCWALA,LTOYBDGMUW,289,1,ACADEMY DYING,9.99,Animation
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY BONNIE,20.99,Drama
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY LIGHTS,12.99,Sci-Fi
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY GUNFIGHT,19.99,Travel
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY NORTHWEST,28.99,Horror
360,HCWALA,LTOYBDGMUW,289,2,ACADEMY DISTURBING,20.99,New
360,HCWALA,LTOYBDGMUW,289,3,ACADEMY ENEMY,14.99,Documentary
764,SWOBOA,OXGHVFVBLB,290,1,ACADEMY CLONES,24.99,Games
764,SWOBOA,OXGHVFVBLB,290,1,ACADEMY VACATION,23.99,Comedy
764,SWOBOA,OXGHVFVBLB,290,3,ACADEMY CANYON,12.99,New
764,SWOBOA,OXGHVFVBLB,290,3,ACADEMY NETWORK,14.99,Children
764,SWOBOA,OXGHVFVBLB,290,2,ACADEMY TOWERS,21.99,Music
764,SWOBOA,OXGHVFVBLB,290,1,ACADEMY MILLION,12.99,Comedy
764,SWOBOA,OXGHVFVBLB,290,3,ACADEMY SALUTE,16.99,Documentary
764,SWOBOA,OXGHVFVBLB,290,3,ACADEMY FORWARD,29.99,Music
764,SWOBOA,OXGHVFVBLB,290,3,ACADEMY FREDDY,12.99,Foreign
1443,RWOKMF,HZDYCPZHXO,291,2,ACADEMY DIVORCE,18.99,Drama
1443,RWOKMF,HZDYCPZHXO,291,2,ACADEMY ILLUSION,10.99,Comedy
1443,RWOKMF,HZDYCPZHXO,291,3,ACADEMY DIVINE,23.99,Music
1443,RWOKMF,HZDYCPZHXO,291,3,ACADEMY TRADING,11.99,Children
1443,RWOKMF,HZDYCPZHXO,291,1,ACADEMY VAMPIRE,11.99,New
1443,RWOKMF,HZDYCPZHXO,291,3,ACADEMY SPICE,15.99,Drama
1443,RWOKMF,HZDYCPZHXO,291,3,ACADEMY DIARY,18.99,Animation
1443,RWOKMF,HZDYCPZHXO,291,3,ACADEMY MIRACLE,27.99,New
1443,RWOKMF,HZDYCPZHXO,291,2,ACADEMY QUEST,13.99,Classics
567,IKGQFS,RWJFCSIADM,292,3,ACADEMY CASSIDY,24.99,Music
917,NRIUON,GRIYPHRQGP,293,1,ACADEMY CONSPIRACY,27.99,Sports
917,NRIUON,GRIYPHRQGP,293,2,ACADEMY ARK,20.99,Foreign
977,RFQOKA,HITLFCSPOD,294,3,ACADEMY IDAHO,11.99,Foreign
977,RFQOKA,HITLFCSPOD,294,2,ACADEMY OCTOBER,16.99,Comedy
977,RFQOKA,HITLFCSPOD,294,2,ACADEMY TOURIST,25.99,Music
977,RFQOKA,HITLFCSPOD,294,1,ACADEMY DOORS,24.99,Travel
977,RFQOKA,HITLFCSPOD,294,3,ACADEMY HARRY,28.99,Documentary
977,RFQOKA,HITLFCSPOD,294,1,ACADEMY WINDOW,19.99,Classics
977,RFQOKA,HITLFCSPOD,294,1,ACADEMY FATAL,28.99,Family
977,RFQOKA,HITLFCSPOD,294,3,ACADEMY HALL,18.99,Children
1033,YRXAFV,RZSKQOBVNQ,295,2,ACADEMY WILLOW,19.99,Family
1033,YRXAFV,RZSKQOBVNQ,295,1,ACADEMY DRAGON,11.99,Games
573,YGUAQK,HJCKKHDKBP,296,2,ACADEMY SEATTLE,24.99,Horror
573,YGUAQK,HJCKKHDKBP,296,1,ACADEMY WORLD,13.99,Classics
1243,BCWIVB,KRSMBOARGW,297,3,ACADEMY BLINDNESS,20.99,Classics
1243,BCWIVB,KRSMBOARGW,297,2,ACADEMY GOLDMINE,23.99,Children
1243,BCWIVB,KRSMBOARGW,297,2,ACADEMY PEARL,11.99,Travel
1946,OPDZOA,MKNAFHPUBL,298,3,ACADEMY SPLENDOR,25.99,Action
1946,OPDZOA,MKNAFHPUBL,298,2,ACADEMY KING,27.99,Games
1946,OPDZOA,MKNAFHPUBL,298,2,ACADEMY VOLUME,12.99,Games
1946,OPDZOA,MKNAFHPUBL,298,1,ACADEMY BED,16.99,Music
1946,OPDZOA,MKNAFHPUBL,298,2,ACADEMY NOON,15.99,Action
1946,OPDZOA,MKNAFHPUBL,298,1,ACADEMY JERSEY,12.99,Travel
1946,OPDZOA,MKNAFHPUBL,298,1,ACADEMY RUGRATS,17.99,Documentary
1946,OPDZOA,MKNAFHPUBL,298,3,ACADEMY PRIX,23.99,Children
1946,OPDZOA,MKNAFHPUBL,298,1,ACADEMY JEOPARDY,12.99,Sports
168,TCRJLC,TRUGLOYLOL,299,2,ACADEMY USUAL,16.99,Foreign
168,TCRJLC,TRUGLOYLOL,299,2,ACADEMY UNCUT,28.99,Classics
168,TCRJLC,TRUGLOYLOL,299,2,ACADEMY WYOMING,25.99,Games
168,TCRJLC,TRUGLOYLOL,299,2,ACADEMY MERMAID,23.99,Travel
806,TCKCFV,RYRDWJFHMK,300,2,ACADEMY WOLVES,25.99,Games
806,TCKCFV,RYRDWJFHMK,300,1,ACADEMY INTERVIEW,12.99,Children
806,TCKCFV,RYRDWJFHMK,300,1,ACADEMY MANCHURIAN,27.99,Animation
806,TCKCFV,RYRDWJFHMK,300,1,ACADEMY OSCAR,28.99,Travel
806,TCKCFV,RYRDWJFHMK,300,2,ACADEMY ENGLISH,20.99,Drama
806,TCKCFV,RYRDWJFHMK,300,3,ACADEMY FAMILY,25.99,Classics
806,TCKCFV,RYRDWJFHMK,300,3,ACADEMY CATCH,26.99,Sports
806,TCKCFV,RYRDWJFHMK,300,2,ACADEMY ANNIE,11.99,Horror
806,TCKCFV,RYRDWJFHMK,300,1,ACADEMY SUNSET,18.99,Travel
643,UHOGRA,PQJEAAHOVJ,301,3,ACADEMY CASUALTIES,21.99,Action
643,UHOGRA,PQJEAAHOVJ,301,1,ACADEMY OUTBREAK,18.99,Sports
643,UHOGRA,PQJEAAHOVJ,301,3,ACADEMY HOOSIERS,28.99,Classics
643,UHOGRA,PQJEAAHOVJ,301,3,ACADEMY SPEED,13.99,Documentary
643,UHOGRA,PQJEAAHOVJ,301,1,ACADEMY DYNAMITE,27.99,Music
643,UHOGRA,PQJEAAHOVJ,301,3,ACADEMY HYDE,13.99,Sci-Fi
643,UHOGRA,PQJEAAHOVJ,301,1,ACADEMY ODDS,16.99,Horror
643,UHOGRA,PQJEAAHOVJ,301,3,ACADEMY ODDS,16.99,Horror
108,ZTXXMC,WAUGAKRHDF,302,3,ACADEMY MONSTER,25.99,Classics
108,ZTXXMC,WAUGAKRHDF,302,1,ACADEMY MODEL,26.99,Animation
805,VUOBFI,DLOTVLYSCK,303,3,ACADEMY REMEMBER,18.99,Travel
805,VUOBFI,DLOTVLYSCK,303,3,ACADEMY LABYRINTH,9.99,Family
805,VUOBFI,DLOTVLYSCK,303,1,ACADEMY UPRISING,28.99,Horror
805,VUOBFI,DLOTVLYSCK,303,2,ACADEMY CELEBRITY,19.99,Comedy
805,VUOBFI,DLOTVLYSCK,303,3,ACADEMY CADDYSHACK,9.99,Children
805,VUOBFI,DLOTVLYSCK,303,2,ACADEMY BEETHOVEN,18.99,Sci-Fi
805,VUOBFI,DLOTVLYSCK,303,2,ACADEMY ALAMO,26.99,Classics
1290,VKIWSX,CKLSNTFEXL,304,3,ACADEMY FORREST,24.99,Children
1290,VKIWSX,CKLSNTFEXL,304,2,ACADEMY TENENBAUMS,28.99,Horror
1290,VKIWSX,CKLSNTFEXL,304,2,ACADEMY UPTOWN,21.99,Children
1290,VKIWSX,CKLSNTFEXL,304,2,ACADEMY BLINDNESS,20.99,Classics
1290,VKIWSX,CKLSNTFEXL,304,3,ACADEMY SISTER,14.99,Music
1290,VKIWSX,CKLSNTFEXL,304,1,ACADEMY TWISTED,25.99,Family
1290,VKIWSX,CKLSNTFEXL,304,2,ACADEMY MASSACRE,19.99,Foreign
1290,VKIWSX,CKLSNTFEXL,304,1,ACADEMY CONQUERER,17.99,Animation
212,TAXDEB,YOXKWTDNLM,305,1,ACADEMY INSTINCT,19.99,New
212,TAXDEB,YOXKWTDNLM,305,2,ACADEMY MIDNIGHT,11.99,Family
212,TAXDEB,YOXKWTDNLM,305,2,ACADEMY PURE,23.99,Comedy
212,TAXDEB,YOXKWTDNLM,305,3,ACADEMY ARABIA,24.99,Sci-Fi
212,TAXDEB,YOXKWTDNLM,305,2,ACADEMY DIARY,18.99,Animation
212,TAXDEB,YOXKWTDNLM,305,2,ACADEMY RESERVOIR,29.99,Documentary
1213,SUWNSM,MNJOWAONVX,306,3,ACADEMY BLANKET,9.99,New
1213,SUWNSM,MNJOWAONVX,306,3,ACADEMY SANTA,13.99,Sci-Fi
1213,SUWNSM,MNJOWAONVX,306,3,ACADEMY TARZAN,26.99,Action
877,LKVZBT,XHJXDOSTZD,307,3,ACADEMY LABYRINTH,9.99,Family
877,LKVZBT,XHJXDOSTZD,307,3,ACADEMY GODFATHER,14.99,Games
877,LKVZBT,XHJXDOSTZD,307,3,ACADEMY HOME,9.99,Classics
1999,XVZNYD,DQLPEAOZEF,308,2,ACADEMY MIXED,27.99,Travel
1999,XVZNYD,DQLPEAOZEF,308,3,ACADEMY PACIFIC,14.99,Documentary
1999,XVZNYD,DQLPEAOZEF,308,2,ACADEMY VIDEOTAPE,12.99,Music
1999,XVZNYD,DQLPEAOZEF,308,1,ACADEMY GOSFORD,9.99,Sci-Fi
1999,XVZNYD,DQLPEAOZEF,308,1,ACADEMY WOLVES,25.99,Games
1999,XVZNYD,DQLPEAOZEF,308,1,ACADEMY KWAI,23.99,Family
1999,XVZNYD,DQLPEAOZEF,308,1,ACADEMY DRIVING,16.99,Sci-Fi
260,FPKBIP,GPQKRNLIPZ,309,1,ACADEMY MEMENTO,18.99,Children
146,EMUNLR,PDOFHCJHLR,310,2,ACADEMY SIDE,23.99,Sports
146,EMUNLR,PDOFHCJHLR,310,3,ACADEMY INTRIGUE,13.99,Comedy
146,EMUNLR,PDOFHCJHLR,310,3,ACADEMY JUNGLE,18.99,Music
146,EMUNLR,PDOFHCJHLR,310,1,ACADEMY MOON,20.99,Family
146,EMUNLR,PDOFHCJHLR,310,1,ACADEMY DANCES,13.99,New
146,EMUNLR,PDOFHCJHLR,310,1,ACADEMY TIES,19.99,Horror
520,IYKTKB,DDOUXKZLXJ,311,3,ACADEMY LOSER,15.99,Family
520,IYKTKB,DDOUXKZLXJ,311,3,ACADEMY PARIS,9.99,Games
520,IYKTKB,DDOUXKZLXJ,311,2,ACADEMY CONEHEADS,25.99,Family
520,IYKTKB,DDOUXKZLXJ,311,1,ACADEMY TURN,29.99,New
520,IYKTKB,DDOUXKZLXJ,311,2,ACADEMY NATURAL,28.99,Foreign
520,IYKTKB,DDOUXKZLXJ,311,3,ACADEMY GRAFFITI,23.99,Travel
882,AGEIQI,GIHJXPLIVV,312,1,ACADEMY VANILLA,18.99,Documentary
882,AGEIQI,GIHJXPLIVV,312,2,ACADEMY CROSSING,23.99,Foreign
882,AGEIQI,GIHJXPLIVV,312,3,ACADEMY SONS,23.99,Classics
882,AGEIQI,GIHJXPLIVV,312,1,ACADEMY KISSING,9.99,Action
780,LWJTOG,IDPHZDRUEL,313,2,ACADEMY PACIFIC,14.99,Documentary
780,LWJTOG,IDPHZDRUEL,313,1,ACADEMY DORADO,11.99,Foreign
780,LWJTOG,IDPHZDRUEL,313,3,ACADEMY JEEPERS,16.99,Classics
780,LWJTOG,IDPHZDRUEL,313,2,ACADEMY WEEKEND,14.99,Comedy
780,LWJTOG,IDPHZDRUEL,313,3,ACADEMY KISS,20.99,Games
780,LWJTOG,IDPHZDRUEL,313,1,ACADEMY SAVANNAH,16.99,Games
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY MINE,19.99,Drama
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY EARTH,27.99,Horror
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY MADIGAN,17.99,Foreign
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY VELVET,10.99,Comedy
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY DOWNHILL,26.99,New
278,WXEEYJ,XANWNSWFIO,314,1,ACADEMY GUMP,16.99,Family
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY SPIKING,15.99,Foreign
278,WXEEYJ,XANWNSWFIO,314,2,ACADEMY UNDEFEATED,15.99,Drama
278,WXEEYJ,XANWNSWFIO,314,1,ACADEMY CATCH,26.99,Sports
1214,UAMMNZ,ZXNWXBKTZL,315,2,ACADEMY DUCK,14.99,Drama
1214,UAMMNZ,ZXNWXBKTZL,315,1,ACADEMY LADYBUGS,21.99,Horror
1214,UAMMNZ,ZXNWXBKTZL,315,3,ACADEMY PITTSBURGH,26.99,Action
1214,UAMMNZ,ZXNWXBKTZL,315,3,ACADEMY CLYDE,25.99,Action
1214,UAMMNZ,ZXNWXBKTZL,315,3,ACADEMY SHREK,10.99,Animation
1214,UAMMNZ,ZXNWXBKTZL,315,1,ACADEMY DISCIPLE,20.99,Action
1550,GPVFZE,HMLBQZXEZK,316,3,ACADEMY CHARADE,18.99,Documentary
1550,GPVFZE,HMLBQZXEZK,316,2,ACADEMY NOVOCAINE,12.99,Animation
917,NRIUON,GRIYPHRQGP,317,1,ACADEMY VANISHING,9.99,Sci-Fi
917,NRIUON,GRIYPHRQGP,317,2,ACADEMY CHAINSAW,29.99,Music
917,NRIUON,GRIYPHRQGP,317,1,ACADEMY SMILE,12.99,Documentary
917,NRIUON,GRIYPHRQGP,317,1,ACADEMY DECEIVER,17.99,Children
917,NRIUON,GRIYPHRQGP,317,3,ACADEMY SAVANNAH,16.99,Games
917,NRIUON,GRIYPHRQGP,317,2,ACADEMY BRANNIGAN,17.99,Foreign
917,NRIUON,GRIYPHRQGP,317,1,ACADEMY MOON,20.99,Family
917,NRIUON,GRIYPHRQGP,317,2,ACADEMY CHARADE,18.99,Documentary
917,NRIUON,GRIYPHRQGP,317,2,ACADEMY YOUTH,11.99,Children
503,CHSCFD,FTDXICEWJN,318,1,ACADEMY HUSTLER,14.99,Sci-Fi
503,CHSCFD,FTDXICEWJN,318,1,ACADEMY ROCKY,25.99,Drama
503,CHSCFD,FTDXICEWJN,318,3,ACADEMY SLACKER,9.99,Action
503,CHSCFD,FTDXICEWJN,318,3,ACADEMY LOSER,15.99,Family
503,CHSCFD,FTDXICEWJN,318,2,ACADEMY RUN,10.99,Horror
503,CHSCFD,FTDXICEWJN,318,3,ACADEMY BOILED,23.99,Children
503,CHSCFD,FTDXICEWJN,318,3,ACADEMY BEAUTY,17.99,Foreign
503,CHSCFD,FTDXICEWJN,318,1,ACADEMY BLINDNESS,20.99,Classics
503,CHSCFD,FTDXICEWJN,318,3,ACADEMY WATCH,25.99,Music
111,GIQPLW,RCYSRNLJOU,319,2,ACADEMY FICTION,29.99,Action
111,GIQPLW,RCYSRNLJOU,319,1,ACADEMY WON,20.99,Comedy
111,GIQPLW,RCYSRNLJOU,319,2,ACADEMY SIMON,21.99,Foreign
111,GIQPLW,RCYSRNLJOU,319,3,ACADEMY MARRIED,11.99,Animation
111,GIQPLW,RCYSRNLJOU,319,1,ACADEMY HANOVER,18.99,Music
111,GIQPLW,RCYSRNLJOU,319,1,ACADEMY DESIRE,28.99,Animation
51,PBXSEV,WWMHVQDUKC,320,3,ACADEMY TRAINSPOTTING,14.99,Animation
51,PBXSEV,WWMHVQDUKC,320,3,ACADEMY BIRD,17.99,Documentary
51,PBXSEV,WWMHVQDUKC,320,1,ACADEMY MAGUIRE,16.99,Sci-Fi
51,PBXSEV,WWMHVQDUKC,320,2,ACADEMY TENENBAUMS,28.99,Horror
51,PBXSEV,WWMHVQDUKC,320,3,ACADEMY HELLFIGHTERS,23.99,New
51,PBXSEV,WWMHVQDUKC,320,2,ACADEMY JASON,29.99,Games
1537,WGPMYN,FPQMPMGLJW,321,3,ACADEMY CRUSADE,14.99,Music
1537,WGPMYN,FPQMPMGLJW,321,3,ACADEMY LIAISONS,22.99,Sci-Fi
153,FWTZQM,JQSZLHENNM,322,1,ACADEMY BLACKOUT,9.99,Music
153,FWTZQM,JQSZLHENNM,322,1,ACADEMY WARDROBE,26.99,Children
153,FWTZQM,JQSZLHENNM,322,3,ACADEMY CRAFT,9.99,Children
153,FWTZQM,JQSZLHENNM,322,1,ACADEMY SAMURAI,24.99,Action
153,FWTZQM,JQSZLHENNM,322,3,ACADEMY MADNESS,13.99,Games
153,FWTZQM,JQSZLHENNM,322,1,ACADEMY BLACKOUT,9.99,Music
153,FWTZQM,JQSZLHENNM,322,3,ACADEMY WESTWARD,11.99,Documentary
153,FWTZQM,JQSZLHENNM,322,2,ACADEMY REQUIEM,29.99,Horror
402,PIAIQI,NHMFZRYYJI,323,3,ACADEMY WEST,27.99,Music
402,PIAIQI,NHMFZRYYJI,323,1,ACADEMY TRUMAN,14.99,Documentary
402,PIAIQI,NHMFZRYYJI,323,2,ACADEMY SLEEPLESS,12.99,Action
402,PIAIQI,NHMFZRYYJI,323,1,ACADEMY CLUE,11.99,Classics
402,PIAIQI,NHMFZRYYJI,323,1,ACADEMY LANGUAGE,22.99,Documentary
402,PIAIQI,NHMFZRYYJI,323,2,ACADEMY BAKED,13.99,Travel
402,PIAIQI,NHMFZRYYJI,323,1,ACADEMY DRUMS,10.99,New
886,HSXXMW,UYYYFEWPYD,324,2,ACADEMY LOST,12.99,Comedy
886,HSXXMW,UYYYFEWPYD,324,2,ACADEMY FREAKY,14.99,Children
886,HSXXMW,UYYYFEWPYD,324,1,ACADEMY LIFE,14.99,Sports
886,HSXXMW,UYYYFEWPYD,324,1,ACADEMY MERMAID,23.99,Travel
886,HSXXMW,UYYYFEWPYD,324,2,ACADEMY PLATOON,29.99,Classics
966,PXUBDX,RVVKHJKXZN,325,3,ACADEMY EXPECATIONS,22.99,Music
966,PXUBDX,RVVKHJKXZN,325,1,ACADEMY MIRACLE,27.99,New
966,PXUBDX,RVVKHJKXZN,325,3,ACADEMY HOMEWARD,27.99,Travel
966,PXUBDX,RVVKHJKXZN,325,3,ACADEMY FOOL,9.99,Horror
751,BYDIMD,OEHETMBAOG,326,1,ACADEMY GRIT,21.99,New
529,OJFELY,FVEGJQCACW,327,1,ACADEMY POTLUCK,26.99,Drama
428,AUUFIG,AVEHAUZEDW,328,1,ACADEMY INSECTS,17.99,Family
428,AUUFIG,AVEHAUZEDW,328,3,ACADEMY NORTHWEST,28.99,Horror
428,AUUFIG,AVEHAUZEDW,328,3,ACADEMY MASSACRE,19.99,Foreign
1711,FTLAPB,JVXJSPZKQS,329,1,ACADEMY WAKE,28.99,Foreign
